,Reviews,Ratings
3484,This product is awesome from Acer and Product photos good but real product is awesome .I think don't judge a acer laptop by Flipkart Photos.....READ MORE,4
3485,Very Much Thankful to Flipkart and the Monitor Provider Also. 1st monitor come with some pixels issue. But after the replacement monitor is too good. Thank your Flipkart for the quick Response. Best monitor at this Price Range. Go For it If any one want to Buy It .READ MORE,5
3486,One of the best Monitor you can get in this range.165hz is very smooth and improves your experience a lot.Colors are decent and could be further enhanced with sRGB mode. Gaming experience is very good in this monitor.I am using this monitor with ryzen 5 3400g and it easily achieves 165 hz using hdmi.READ MORE,5
3487,It was an awesome monitor for game and full HD movies 🤩.. and nice performance while full HD videos playing.. refresh rate is 70hz .. Bezel less display totally satisfied with this product 👌👌READ MORE,5
3488,"Good product , Good Delivery , Delivery boy is Friendly handled. Thanks for supportREAD MORE",4
3489,Packaging is very good and led looks fabulous love itREAD MORE,5
3490,"I ordered the monitor just for it's 1ms response time and the VA Panel. Sadly it didn't turned well. I have been using IPS displays for all my life and switching to VA was a very bad decision. ProsLightGood design and the stand looks way better than any of the monitors out there.Lots of additional features and you get to configure it  according to you. Has multiple modes.(Sports, Movies, and many more)ConsThe VA Panel is not for you if you have been using IPS Displays. Please buy an I...READ MORE",2
3491,Best product very good for gaming comes witha n app very cool for gaming it's worth for every penny very recommended you can play games . It gives u the best experience when u play free fire 🔥🔥🔥🔥🔥READ MORE,5
3492,"Most Value for money Monitor. VA panel, was worried about viewing angles but viewing angle is also good, refresh rate 75HZ, 1ms response time. Very cool stand. Stand is very stable. Screen is movable up down to 15 degrees. Lil bit movable like 3 degrees from left right. up Power consumption is low. Please note it doesn't have speakers which should not be a deal breaker. I have played mortal kombat 11, watched HD, blu ray movies and I work daily from home on this monitor. Warranty is 3 years....READ MORE",5
3493,"After using it for a year, i feel the Monitor is good for its price. I have faced no issues with the monitor yet.The colours are good, the Black Levels are adequate and u can adjust it too. It says 1ms response time but by default it is 4ms. You can turn on the VRB mode to get 1ms but it may strain your eyes.I would say there is no such noticeable difference in 60hz or 75hz. For Gaming, You would love playing Story Mode games in this Monitor as the colour output is good. But for Compet...READ MORE",4
3494,"Very nice product, very good packaging, overall a very good product for the price, i recommend it to everyoneREAD MORE",5
3495,Best monitor for gaming 75hz 1ms perfectREAD MORE,5
3496,Superb Monitor ...Loved it ❤️READ MORE,5
3497,"It's a very good product has good clarity, adequate refresh rate  and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the moneyREAD MORE",5
3498,"I ordered two monitors and these look good. You can trust specs of this device. Build quality is not like benq, that I used in past but in 8.5k you get the best value of money.READ MORE",4
3499,"Amazing monitor, totally worth the price, has a modern look and very thin bezels…colours are vibrant as well…delivered in just 2 days …loved itREAD MORE",5
3500,As per Specifications all are top of the mark but one thing I would like unhide about this monitor is that when you enable eye saver mode the brightness controller get disable which I personally don't like as I think brightness level is bit high for me to work for long hours. And also there's only one HDMI and one VGA port available here there should be one more DP or HDMI port available on this for smooth work flow with other devices. Otherwise for flipkart side 5 stars for thier delivery be...READ MORE,4
3501,Very much satisfied with the new monitor. I upgraded my old monitor with this one. Display clarity is great. Registered the product with Samsung product registration online and was able to view the warranty information.READ MORE,5
3502,"Samsung makes good tv's. With monitors, it's a little different. From 2 feet distance, even the lowest brightness settings on this are severely discomforting. Only way to use this is to turn down rbg individually at zero brightness. Then, this becomes useful.The eye care mode is a joke - the panel would become warm and really bright while the brightness settings are disabled.If you want to buy Samsung - like I did - get this. Good for watching content now n then. For serious 10 hr+ workdays...READ MORE",4
3503,ExcellentREAD MORE,5
3504,BestREAD MORE,4
3505,Nice ProductREAD MORE,4
3506,Awesome monitor for WFHsize is also perfect.It can be tilted by loosing screws behind black tape of the stand.READ MORE,5
3507,"First of all I would like to thank Flipkart for the superfast delivery on the committed time. The product is awesome. Very catchy. The best part of it is its price point.Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.The bezel  is smooth and has got a great finish, Samsung you did a great job.I recommend this monitor for average gaming, photo processing. Watching moviesin this curved immersive monitor is a great experience.READ MORE",5
3508,"I think I am the first one to write a review for this product. I bought this product on a nice discount and it's absolutely superb. The monitor was easy to assemble and the moment I switched it on, the clarity was magnificent. All the monitors in this category, I believe are of similar rating but I simply love this monitor. Also, the ''eye saver'' option is very cool and very good for the eyes. Thank you, flipkart and samsung.READ MORE",5
3509,"Best product in affordable price. Very satisfying high definition picture quality and easy to get whole coverage of content due to its curved feature. Has a good degree of freedom. Overall its a great product and great service of flipkart(given date of delivery was 12 days, but it was delivered within 5 days.)READ MORE",5
3510,"After I read all the reviews and ratings, I decided to buy this monitor, Flipkart delivered this within 2 days, but received monitor has some display Quality and Clarity issue it could not be easily identify most of the people's, I realized the picture clarity is very poor when I compared with my 12 year old monitor so I totally disappointed, then I decided to return and refund request for this product, Flipkart customer support explained ""unable to get refund, can get only replacement"" so I ...READ MORE",1
3511,A new experience. It's a very good monitor. My ratings are:For movies - 10/10( 1080p or Blu-ray; you will stunned.)For Games - 10/10 (Thanks for gaming mode and freesync)For Long time browsing/reading/office work- 10/10 (Thanks for eye saver mode)For Positioning - 8/10 (Monitor is not adjustable in height. It's okey for me)For Curve- 10/10 (I loved it.)For accessories included -7/10(HDMI cable not included.Power adapter and VGA cable are in Good quality.)For power consumption -10/10 (1...READ MORE,5
3512,This monitor is just awesome. Amazing picture quality. I can do coding and watch anime's for whole day and night.It is also good for eyes. No reflections at all. I was tired of my laptop screed because of the reflection in day light but this display does not reflects at all so i can work at day time as well.Now i can watch anime's or do coding stuff without crying ( OK I cry sometimes but because of the anime's not because of display. Ahh anime's are great)So if you are thinking of buying ...READ MORE,5
3513,"Awesome Purchase Nice Monitor at this Price range ...... Packaging was Good, No issues like Screen Bleeding As Other People Are Reporting....Just Go for it, Gaming is Good If u have AMD Graphics It's Best Since it has Vsync and can Goes upto 75hz,But if U have Nvidia Monitor can Go upto 73HzREAD MORE",5
3514,"Not ideal for graphic design or any other creative work. because of the curvy panel make straight lines to look also curvy, lines are straight only from a particular distance and angle. Nobody can sit in a certain position for long, when you move a bit from the angle everything changes.And the monitor stand is too weak, if you touch the monitor it will rock for next few seconds – which is super annoying.Only good for media consumption and basic computing.READ MORE",4
3515,SuperbThe screen is gorgeous.minimal.bezelsColor reproduction is greatCurved screen screen affords a top notch experience while watching moviesHas amd free sync tech but I don't play gamesThe monitor is not tiltable but nothing seriousGot it at a great offer during big billion daysGreat buyREAD MORE,5
3516,Beautiful monitor like led TV but the height can't be increased  as its fixed but i managed to increased from my laptop desk.. Picture is awesome and product i got it for 8.9k which is affordable at 23.5 inch.. Connection via vga and hdmi no speaker available but my new laptop didn't have vga so the cable provided is waste for me instead the should upgrade to hdmi cable associated with it.. Rest i give feedback after some daysREAD MORE,4
3517,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE..........................READ MORE",5
3518,Review after 7 days !!!Wonderful screen. Picture quality is awesome. Design is very nice. You need to set according to your choice in case you need for better feeling. I have changed the brightness and contrast accordingly. It have eye care technology which will have low blue light emission but I changed to manually to my choice.  It's perfect for coding and other activities. You will be feeling good after working on this screen due to size and quality. Light sensor works perfectly fine. ...READ MORE,5
3519,Giving review after 10 days.  I am satisfied with this monitor. If you are looking for office work then its great choice. I bought this after reading review. Eye care technology is good. Whenever you go near the monitor sensor detects motion and will adjust brightness. There is sensor attached below monitor that manage the brightness as per your body distance. Speaker is not good and to be honest you cant expect good speaker in this price range. After all i know you are going to attach exte...READ MORE,5
3520,"Quality is good viewing angles are also good IPS panel display but the sound output is very less, lesser than the mobile phone, inbuilt speakers are useless,One VGA input and one HDMI , also the auto matic brighness feature also working well comparing the price with other available in the market the product is very good.READ MORE",5
3521,"The monitor was worth an investment. The display is nice and the screen area cover is good too. I am yet to discover all the display features but the options of brightness to be set for reading, net surfing, etc is a good one. To customize brightness, etc is something which I don't see as of now.READ MORE",4
3522,"Let's start with real world performance. The monitor looks chic and the slim bezels wows. The brightness is adequate and colours pop decently. The image is pretty sharp too. Now coming to the more technical side, the monitor can be easily over clocked to 75Hz for a smoother gaming experience. I got the monitor for Rs 7700 in sale and at this price it's a steal!!READ MORE",4
3523,"A perfect monitor for content creators and students and IT employees. It's been 3 months now working great for me, and you can customize the view angle and adjust for eye vision. Thanks flipkart and local delivery person Mr.Meganathan for the speedy and secure delivery!!!READ MORE",5
3524,Monitor is well built and IPS panel is good enough for multimedia consumption and development purposes. Pros: 1.  BI sensor works really great. It adjusts the colour temperatures automatically based on room brightness. 2. Auto turn off feature works just as advertised. It Saves power consumption when it is sitting idle. 3. Quality HDMI cable is given in the box. 4. Out of the box settings are sufficient enough to use it without any extra efforts. Cons: 1. Monitor wake up time is too ...READ MORE,5
3525,"If you want to get a bigger monitor in the budget, then this one will be good for you, I am giving this review after using it for 2 months for video editing. Right now the price has increased a lot but the benq is good eye care sensor is given, it gives good in the budget.READ MORE",5
3526,Good product with good price . I recommend to buy it. I love it becoz of its picture quality and style.READ MORE,5
3527,"This monitor is really awesome bcuz it's ips panel, this type of panels are expensive and in this price, unbeatable deal, it only consume 10 to 22 watts I checked on wall meter, and it's comes with default 59hz you need to set it to 60hz for ultra smooth display experience, very deep black gives you realistic image quality. And best part of this monitor, built in speaker works with hdmi very well, Purchased on big billion days sale, and delivered in 4 days, highly recommended, my suggestion b...READ MORE",5
3528,"I bought it in big billion days sale at a very good deal,  The overall picture quality is superb, the product is sleek in design, I'm non-gamer use it mostly for work and content watching.Cons: The color Calibration could have been betterThe delivery from Flipkart partner Xpressbees is pathetic 0/5, though the product arrived at the nearest hub on time, I had to manually pick up the product after waiting for 5 days, my product was under the pile of other deliveries.no proper assistance ...READ MORE",4
3529,Found the product quite good and best under value.Would surely advice anyone to go for it. But you should also be able to live with the fact that isn't adjustable according to your wish. Also if there is any other color variant available then please go with a darker variant. It won't stay study and might wobble a little if there is any movement of the desk it is kept on. All over itt a good and a valuable product to buy.READ MORE,5
3530,The Item came in great shape and size.READ MORE,5
3531,Value for money.READ MORE,5
3532,Used it for 2 week i feel its good monitor as Its a lcd screen with led backlit. And as its 1080p for 27 inch you can clearly see the pixel dots when you work on it good for daily needs but not preferred for gaming for 3d works or content creationREAD MORE,3
3533,"Good picture quality for media consumption. But don't go for this monitor until you get it below 7k on flipkart. I am a graphic designer and I have another monitor from another brand which has amazing color calibration and true sRGB but I got disappointed with this Acer monitor. Also, base size is slightly bigger and covers larger space than my other monitor. I recommend this if you play games or watch movies but don't buy it for designing or editing.READ MORE",4
3534,"Best in class .. Go for it, best in this Range..READ MORE",5
3535,Excellent monitor. Screen is classy 👌 and picture quality is superb. Got for 6300 after discount .at this price range one can get it without second thought. Only issue is speaker performance that I didn't like . But rest all superb at this rate.READ MORE,5
3536,Nice productREAD MORE,5
3537,Picture quality impressedREAD MORE,5
3538,"1. Color are vibrant and pictures are sharp.2. Blacks are blacks, as good as a LED monitor can reproduce black. In day time it feels like an OLED black, at night you can see a bit of light as its an LED, but its really good keeping in mind that it's an LED panel.3. The 75hz refresh rate makes it feel a bit snappier than regular 60hz monitors.4. The thin bezels gives it a modern look.READ MORE",4
3539,Display is nice the colour reproduction is also good. The screen is sufficient for Programmer. As compared to a 27 inch display 24 inch display is good for FHD resolution. If you want 27 inch display then go for 4K.READ MORE,5
3540,"Moniter okay but delivery partner very worst.,Colour mismatched ...Other wise good quality moniter.,READ MORE",4
3541,Samsung is best for display😍READ MORE,5
3542,SuperREAD MORE,5
3543,Perfect okREAD MORE,5
3544,Great screen quality 👍.READ MORE,5
3545,Happy with product thank you Flipkart for quick deliveryREAD MORE,5
3546,So nice 👍🙂READ MORE,5
3547,Perfect for work from homeREAD MORE,4
3548,Good Monitor with high refresh rate.AwesomeREAD MORE,5
3549,"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H  VGA+ HDMI port also available.READ MORE",5
3550,best Monitor less than 6k Definitely recommended for 19.5 inch monitor Also Hdmi Support i love this product Thanks Dell indiaREAD MORE,5
3551,Good  quality  product  size also good for  home use and watching movies  or alternative use of TV 19.5 it's really  good size as compared  to18.5  I have both size screen but 19.5 it's really  good Picture quality  are not compared  to laptop screen but overall it's goodREAD MORE,4
3552,Good monitor at this price. Usually i could have get HD screen but at the same price I got HD+ with 1600 * 900 resolution. Thanks Flipkart.READ MORE,5
3553,Nice productREAD MORE,5
3554,dell monitor best view picture qualityREAD MORE,5
3555,Good product. But price varies a lot.. wait for right price and than buyREAD MORE,5
3556,Good.READ MORE,4
3557,Good product 👍READ MORE,5
3558,goodREAD MORE,3
3559,"Worth it ,Good HD monitor fully happy satisfied thank u flipkartREAD MORE",5
3560,Good-quality at affordable price. Excellent picture quality. Packing was so good and on time delivery with in 2 days.Package includes1. Monitor 19 Inch2. VGA Cable - HDMI port is available3. Power Cable4. Stand.HD quality using for CCTv footageREAD MORE,5
3561,Till now (8months gone after purchased) I am getting good service from this monitor...I don't know that how long time it will be gone.....i think this may be give good service in future ❤️...at last I like to say that ..this is a great monitor in this price....I really can't think before buying this purchase that it will come in this price 😅READ MORE,4
3562,GoodREAD MORE,4
3563,"Good product. Image equality is good. Brightness low. Slim, light wait,design just ok, material little low quality.overall good.That's enough this Price range.READ MORE",4
3564,Good qualityREAD MORE,5
3565,"Monitor is good for only CCTV . Height is not Adjustable. Cheap and Best, Monitor brightness is very low. Recommend you all to use for CCTV.READ MORE",4
3566,Good product with low price.READ MORE,4
3567,Good productREAD MORE,5
3568,Good ProductREAD MORE,5
3569,Monitor is better then I expected!!!!- Brightness is on point.- Screen size is big enough to get your work done.- Some times it lags if I use second screen as the projection mode but other than everything seems fine.- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires.READ MORE,5
3570,I like this monitor in this price range or it's features are amazing and fast delivery. Overall best monitor in good price range.READ MORE,5
3571,Best display at this price range. Accurate color reproduction and really slim bezels. Better than Samsung display at this price.READ MORE,5
3572,It would have been great if the speaker had been included as well.Good for other things. The eye feels good. The visuals are pretty sharp and clear. The money given is worth it. It is difficult not to have the facility to hear the sound.READ MORE,5
3573,Getting 2 Blurred patches on the right hand side of the screen.READ MORE,2
3574,"Nice productEye-safe feature is awesome, definitely should go for it.I am using it for straight 7-8 hours then also, my eyes don't feel dried up, whereas with laptops I couldn't even watch the screen for 2 hours properly!READ MORE",5
3575,"Great product one delivery by Flipkart,READ MORE",5
3576,Just awesome ❤️READ MORE,5
3577,Awesome product man...READ MORE,5
3578,GoodREAD MORE,5
3579,Good for the price with 10% discount.Just a day of usage and it seems pretty good for the price. Colours and details are good. Blue light feature helps to reduce some eye strain.Speakers are good but sound is low. No audio output available. Overall satisfied..Delivery was delayed by a day.READ MORE,4
3580,"Very good monitor, looks bigger than my previous monitor as screen is very flat and without any borders. Packaging by seller was very nice. Assembling it was very easy took just 10 minutes. Happy with this monitor.READ MORE",5
3581,"Out of the box the monitor is good. General user can use the monitor with it's default settings. Pro user can calibrate it through well detailed osd menu for personal preference. If durability remains good, then this monitor is definitely recommended.All accessories are provided. Nice packaging, and I'm not interested in its audio capability, so never checked. It's a good display, that's all.READ MORE",4
3582,"Great product, look is awesomeBuild quality is very goodDisplay is bright and colours are very goodPackaging was great thanks to sellerCons:- only one HDMI portNo hight adjustment and you cannot use mount stand(no option as very slip panel)Sounds are very poorDisplay is bright even at lowest brightness option, irritates while working in night/law light roomBut if we compare it to competitors, best at this priceREAD MORE",5
3583,Very good Monitor Bigger than my previous monitor worth it is budget one...READ MORE,4
3584,Excellent Monitor. great display with true colours and details even at default settings. No eye strain at all even after hours of watching. Fast delivery in secure packaging. Fully satisfied with the purchase. Highly recommended.READ MORE,5
3585,Worth every penny awesome purchaseREAD MORE,5
3586,Best monitor in 11k range.READ MORE,5
3587,The product is ok. All cables and wires were in the box. Delivery was quick. No issues so far. White coloured panel looks good . So over all a good product. Got it for 11k.READ MORE,4
3588,AwesomeREAD MORE,5
3589,"The price and the quality are at par and is a perfect combination. The display is great given the price, the design is great. Happy to order it. The question is how long is it's life. Need to see that. It has been 3 weeks since I ordered it.READ MORE",5
3590,"Great monitor under 15000 range, i purchased it for my office workSome important points 1. It dont have inbuilt speakers2. It come with 16A power plug, so either you need a high power socket for that or a converterOtherwise good to buyREAD MORE",4
3591,"Honestly the most value for money monitor right now, with most of the other brands offering a 24inch monitor in this price bracket and the price increase in most of them i feel that this was a great deal at near 13k. Great monitor, good panel but the build quality could have been a little betterREAD MORE",5
3592,Best 27inch monitor under 15kBut comes with only hdmi port no VGA port.IPS DISPLAY 75HZ AWESOME VIEWING ANGEL EASY TO ADJUSTREAD MORE,4
3593,"Wonderful product, loved it buy it without any doubt.READ MORE",5
3594,Today Recived my New Dell Monitor 27 inch nice monitor I satisfied this monitorREAD MORE,5
3595,"Display travelled long distance 1000 km to reach my place, still packaging and display are in very good condition. Great delivery and feeling great.READ MORE",5
3596,"Awesome monitor in cheap price.. only one cons, it comes with 16A power cable.. which is not required.READ MORE",5
3597,A bit lack of sharpness in testsREAD MORE,3
3598,Superb qualityREAD MORE,5
3599,"LG 22MP68VQ.This monitor very good .My personal experience .Videos performs good quality .And this morning looking good. I have not gaming experience share. Because, My lower PC , I have not trying to games and HDMI port. So, I think, this is a best budget monitor. Sorry, My English is not good. Please try to adjustment. That's all.READ MORE",5
3600,"This is my first ever 1080p IPS monitor. The display is really nice and the colors are all really vibrant. It supports freesync and upto 75Hz refresh rate. Out of the box it's at 60Hz unless you turn on freesync. You can unlock the 75Hz even on Nvidia graphics cards, except it won't support the AMD freesync technology. You get an HDMI cable out of the box too, even though I didn't see it being mentioned in the product page.Please do note that you can't enter BIOS while having the freesync op...READ MORE",5
3601,Perfect Monitor cum TV for me. Full HD clarity display. I am fully satisfied after buying such affordable Full HD LED Monitor. Actually I have connected Airtel Digital TV and enjoying awesome video experience.READ MORE,5
3602,"Fabulous PurchaseI am Writing this review after 10 Days of Purchase!!!And Believe it or notI don't think presently under 10000 price segment any other monitor can c compete with this. This monitor is absolutely awesome. IPS LED bezel-less display 5 millisecond response time, cable manager, with great viewing angles, awesome colours.If You are looking for a budget big screen monitor so you can choose it without any doubt. I have purchased many monitors import segments higher prices and lo...READ MORE",5
3603,"22MP68VQ and 22MK600M both have same specification except 3 spec1. 22MP68VQ IS 2016 MODEL BUT  22MK600M IS 2018 MODEL and the Manufacturing date may vary in both  the models2. 22MP68VQ has VGA, DVI, HDMI and audio out ports - 22MK600M has VGA, 2 HDMI and audio out ports3. MOST IMPORTANT IS DISPLAY (Panel Bit depth)22MP68VQ is 8 bits panel and 22MK600M is 8 bits (6 bits + FRC) which is low quality and low cost display than 8 Bits panel.6 Bits + FRC panel is a 6 bits panel and it try to ...READ MORE",5
3604,Good picture quality.. A bit glowing screen.. not good for dark room.Excellent refresh rate.. at price in festive sale .. Paisa wasool.READ MORE,4
3605,this product has been successfully exported but send a long time ok i am happyREAD MORE,4
3606,"I had to replace the monitor which I got 1st, because in 75hz it had vertical lines in blue and orange color and a lot of stuck pixels today I they replaced the monitor this one is working fine.READ MORE",4
3607,display quality is good as aspected. But Packaging was not good.READ MORE,4
3608,"Best Monitor In This Range, Picture Quality Good,I'm Very Happy with Lg Full Hd Led, Thank you Filpkart...READ MORE",5
3609,"This monitor is just amazing. Bought this in Big Billion days 2021. I got it from 7500. Good quality and nice crispy picture quality. Just go for it if you guys in a budget.PROS :1. FULL HD with 75Hz refresh rate!2. HDMI CABLE in the BOX itself.3. Easy and peasy installation.Cons :1. Stand is shaky.For this, You can compare and buy this blindly.Thanks guys!Note : After 3 months of usage, I totally satisfied with this product. No issues with this one, perfectly running smoothly :)READ MORE",5
3610,I have satisfied with monitor. I am very very happy !!!READ MORE,5
3611,"It's very good. Lil bulky, but it's fine, that because of the built-in speaker. Speaker quality is not that much good, but in this range, it's okayImage quality is goodREAD MORE",5
3612,"Upon receiving 1st monitor was not able to start, which was replaced by seller immediately. 2nd replacement monitor works fine. Nice seller, good monitor, prompt resolution was provided by flipkart executive. Overall nice product. Recommended.READ MORE",5
3613,"Picture quality is good for a VA panel.There is no inbuilt web cam as per the details say.Fast delivery, Good product and competitive pricing.READ MORE",4
3614,You can adjust this monitor .If you want to just do work from home where table takes care of alignment then this will serve the purpose.DOnt expect too much resolution on this monitor as it is a budget monitor and you get what u have paid .At the end of the day this is a Chinese product with no customer support .Would recommend to go for Dell or Samsung or other branded monitoraREAD MORE,3
3615,It is a good monitor for work purpose. It should be made available with adjustable height holder.READ MORE,4
3616,"Monitor is good  but it is not led , it is full lcdDisplay ok but not too goodREAD MORE",3
3617,Cheap price and best monitorREAD MORE,5
3618,Value for money product ❤️READ MORE,5
3619,"You have to use with , HDMI cable to  see it's clarity  100%READ MORE",4
3620,Super display QualityREAD MORE,4
3621,Superb monitor and display quality. Slightly yellowish tone but it's good for eyes..READ MORE,5
3622,"Excellent montior to work from home.. However the Power Plug socket is similar to The Microwen socket, so ensure that before you have ordered you have the socket or a adaptor at your workstation /deskREAD MORE",5
3623,Value of moneyREAD MORE,5
3624,Very very nice moniter tq foru  Very very HappyREAD MORE,5
3625,Its good.. But the delivery guys were handling it as if its football.READ MORE,3
3626,Its very good. Must Buy. 24 inch is very comfortable for eyes.READ MORE,5
3627,Wonderful 😊READ MORE,5
3628,Good Quality... Overall satisfiedREAD MORE,4
3629,"Very Good Product. Good Packaging.The Dell quality is there.Decent display, viewing angle not so great( TN panel ). Sturdy stand. No wobbles.Got HDMI and VGA cables with the monitor ( and the power cable of course ).READ MORE",4
3630,4.5/5Wow.. what a nice productI ❤️ it.SCREEN SIZE - Compact | True Screen LOOKS like Amazing...So Nice product.. 🤩🤩I recommended to buy this one.✅READ MORE,4
3631,Great product from Dell . It's budget friendly and served the purpose very well as of now. You can go and buy . It comes with HDMI cable and VGA cable. Good packing from Flipkart.READ MORE,5
3632,good productREAD MORE,5
3633,"Good product by Dell and Flipkart. It has both hdmi and vga port, so you can connect from laptop using hdmi for a second screen. Super buildup and screen resolution is good for official work.READ MORE",5
3634,Its a very good product... Good build quality.. Both VGA input and HDMI input works perfect.. Its a good choice.. as we could even use it as a TV screen with the HDMI input.. Really satisfied with the monitor and the delivery of flipkart...READ MORE,4
3635,"This is a great monitor , very clear pictures & nice performance.Buttons for varied functions @ right hand side are easy accessible. I am completely satisfied by this product. Thank you Flipkart 👍READ MORE",4
3636,Great product and best price. excellent work I am very very happy for use this. thanks FlipkartREAD MORE,5
3637,Item is good and that to your service is very good and speedy delivered the item to customer.  The delivery person communication is good .. thanks for the safely rich the itemREAD MORE,4
3638,Only HD LED by name only.in back side of monitor i.e written LCD screen. Screen resolution is not like expected by specifications.HDMI and VGA port is available i.e the good thing.READ MORE,2
3639,"This is the good one which I have choose from many other in the market. 1. Color quality is pretty good. And its good also who is working with colors.2. 24"" size is perfect for coding.3. You can adjust the flip. Lack:1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.2. Speaker: Good to have small mono speakers.READ MORE",4
3640,Best Product at this price point. I got a defective product before but the customer support service is too quick they processed my replacement after reviewing. Flipkart is Best using it from 6 years. Happy and SatisfiedREAD MORE,5
3641,It was GoodREAD MORE,4
3642,Awesome product full HD screen 24 inch Colours is bright.READ MORE,5
3643,Bought this for 10k. The delivery was amazing. kudos to flipkart.  The main reason I bought it was for a secondary screen from my laptop. And this monitor does amazing work. following is my review. Pros:1. Amazing screen quality.2. IPS gives good wide range.3. color reproducibility is good.4. The comfort view does give good protection from bluelight and is the most important feature for me as I work for long hours.Cons.1. 16 amps power plug. you will either have to buy a converter or...READ MORE,5
3644,"Just as promised. It's a good monitor for work. Resolution is full HD and not 4k. But to connect to a laptop and WFH, it is perfect. Contrast and brightness are just fine and totally adjustable based on individual preferences.READ MORE",5
3645,It looks like LED TV display iam very happy about this product...and also delivery was fast thanks to Flipkart..READ MORE,4
3646,For me it is good as a secondary monitor. Initial days I was having some eye strain due to the colour. Later I adjusted it to comfort view then ok. If your most purpose is for reading I should prefer something else. But for the purpose of design and all. It's very good.READ MORE,4
3647,"The box had minor wears and tears when it was delivered, presumably because of logistics. But still, box was sealed and monitor was in excellent condition. As I always expect from Dell, the monitor is good enough but if response time is tweaked and set to fast, shadowing occurs. Also. black doesn't seem to be black enough, probably because of anti-glare coating. I'm unable to find any backlight bleeding which is the case with some monitors in this segment with similar features from renowned b...READ MORE",5
3648,Best proREAD MORE,5
3649,Nice monitor from acer. I love it.. Slim and white color gives rich look to the monitor.READ MORE,5
3650,"Superb experience worth buying, thanks Flipkart.Packaging of the LED is very good.Highly recommend for Full-HD video editing as well as gaming of 1920x080p resolution.Frame rate - 75HzPower consumption - 22WattsScreen - Matt finishGlassy White body gives awesome finish.Best value product.Also got in box- HDMI & VGA CablesFinally can say.👍 Awesome 👍READ MORE",5
3651,Very good quality I am airtel dis direct concept nice monitor good packing excellent peaceREAD MORE,5
3652,"Just go for it, it's very nice looking and enough size for your regular use, though the speaker's are not that much of good but it's ok, Awesome monitor.READ MORE",5
3653,"Display is excellent. Good amount of brightness with natural colors. Bezel is thin, with white color, is an absolute beauty. The display is thin giving it the edge over monitors from Dell. At this price point, it's an excellent buy. Couple of shortcomings though. Monitor cannot be tilted or adjusted for height. The speakers are not even audible enough. Even the Mac Mini's internal speakers are better.READ MORE",4
3654,"Good monitor with options to adjust brightness. Different display modes available for movie, work, sports, racing etc. USB not available. Keyboard and mouse connection on monitor, would be great to have.READ MORE",4
3655,"Got this beautiful monitor within a day of ordering. This is a best in class, pocket friendly full HD monitor with all the features you can expect for this price range. Got this for 8.3K.Loving it for now..Will update the review after thorough usage.READ MORE",5
3656,This is amazing i just got it in very nice price...design is so slim and good for eye sight...it comes with blue light filter which protect your eyes and picture quality is great at this price point you get a full hd display...and i am love with it..i am using this with my laptop.you can definately go for it.READ MORE,5
3657,Worth buying at this price range very nice product for video editing and gaming 75 hz ka refresh rate h excellent productREAD MORE,5
3658,"Acer 21.5 monitor works smoothly. The Slim design makes feel great while working. It supports PC + TV , that is you can connect CPU as well as Set top Box to the monitor. And company gave the HDMI , VGA, Audio and Power cable . That is plus point to the buyers/users. Also it's pixel resolution is very good.READ MORE",5
3659,The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel the smoothness and the colour contrast was awesome as it has a IPS panel quite awesome deal it isREAD MORE,5
3660,I don't know much as i used to have a 17 inch and 60 hz monitor but after buying this it feels like i have the smoothest PC in the world (i know there are better monitors and stuff but pretty good for a gamer ) but the speakers is kind of useless its sooo low in volumeREAD MORE,5
3661,Excellent monitor! Made my games look so smooth without a graphic card! I am currently using Ryzen 3400G APU and with the freesync enabled it works perfect! And another feature is it's speakers which are usually not available in this segment. They sound great!READ MORE,5
3662,Best ips 165 hz monitorREAD MORE,5
3663,Absulet gaming monitor and thank you flipkart for safe deliveryREAD MORE,5
3664,Till now everything okay.Great product at this price. Will update the review after somedays use.READ MORE,5
3665,"This monitor is a eye candy for mid end gamers, I used a 18 inch (1366×768p) 60Hz monitor after using it for 3 years I upgraded to this and the feeling of 1080p 165Hz was insane, this is a perfect monitor for competitive gaming for such a less price, 1080p Full HD display is crystal clear with a buttery smoothness of 165Hz and a 0.5ms Response Time. It also have some extra features like HDR 10 and AMD Free Sync.READ MORE",5
